PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
284,2024-11-01,13:52:41.31,5,3,"Zamudio, Dante",822316,Right,CAL_MAT,"Pena, Arthur",1000365284,Left,CAL_MAT,Undefined,8,Top,1,0,2,Slider,Curveball,InPlay,Undefined,GroundBall,Single,0,2,,77.34123,1.170126,-1.195243,2474.973508,51.619422,7:45,5.20008,2.42016,6.79627,-51.88648,-7.03504,-10.50489,1.94458,0.45368,71.63561,-8.482691,-3.115462,0.482014,94.77518,1.601872,4.155551,1079.02324,,,,53.08741,49.42147,3.485049,0.3913,5.32827,-3.8139,-2.33885,50,5.25625,2.66842,-112.64082,0.92825,6.86139,20.02115,-37.08531,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,3cd41080-9893-11ef-8084-13326cb0523e,78.19782,2.13551,,5.70562,,,,1.42184,1.97711,-0.47171,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:52:41.31,2024-11-01T13:52:41.3125602-07:00,2024-11-01T20:52:41.3125602Z,GroundBall,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,cdebfdc2-209c-4322-b4a8-0d99f12c7b66,53.70841,-113.29804,10.01057,5.20579,2.14563,-18.54265,-2.42275,2.44318,3.43069,2.630857,1.42749,138.39117,-16.95571,,,,,,,1.98528,3.60689,-22.23483,,,,,,,-0.47109,10.04763,-1.5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
285,2024-11-01,13:53:34.11,6,1,"Zamudio, Dante",822316,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,8,Top,1,0,0,FourSeamFastBall,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.54965,-2.69182,-4.520374,2276.571281,219.851998,1:15,5.56254,2.37265,6.96573,-18.28261,14.11127,10.85394,1.58064,-0.84384,83.21762,-6.210363,-2.540687,0.40964,,,,,,,,,,,,-7.27863,8.70705,-2.09627,50,5.38906,10.11018,-132.6814,-6.71746,-12.85592,30.82188,-16.79515,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,5c469a00-9893-11ef-8084-13326cb0523e,92.01346,,,8.33203,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:53:34.11,2024-11-01T13:53:34.1187554-07:00,2024-11-01T20:53:34.1187554Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,2d4d743b-860c-438d-947c-b92f673f2e97,53.53625,-133.50034,15.41094,5.56161,-6.27121,-8.39758,-2.36944,10.45177,-6.42796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
286,2024-11-01,13:53:55.71,6,2,"Zamudio, Dante",822316,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,8,Top,1,1,0,FourSeamFastBall,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,91.50533,-2.985202,-5.509596,2239.398346,227.424877,1:30,5.51806,2.17139,6.91952,-19.08525,13.33595,13.35422,1.19432,-1.74811,83.5757,-6.634567,-3.081506,0.409813,,,,,,,,,,,,-8.73981,8.2852,-1.82957,50,5.32313,12.28872,-132.41437,-7.43131,-15.47842,28.9326,-17.5007,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,69234bb0-9893-11ef-8084-13326cb0523e,91.97466,,,7.92963,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:53:55.71,2024-11-01T13:53:55.7165538-07:00,2024-11-01T20:53:55.7165538Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,db50ae2f-013b-4e67-8809-71d27ab8a7b3,53.58182,-133.19471,14.4663,5.5172,-6.9593,-8.75035,-2.16664,12.70618,-7.73921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
287,2024-11-01,13:54:17.88,6,3,"Zamudio, Dante",822316,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,8,Top,1,2,0,TwoSeamFastBall,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.8535,-1.84196,-3.571545,2118.923823,250.96785,2:15,5.26295,2.46484,6.55343,-26.6808,7.37044,18.02277,1.34669,0.68755,81.78511,-6.863437,-0.299482,0.419989,,,,,,,,,,,,-10.75741,4.72343,-2.22602,50,5.12401,7.47956,-130.39224,-4.99955,-18.35059,29.76423,-24.11655,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,7660e210-9893-11ef-8084-13326cb0523e,89.74622,,,8.06839,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:54:17.88,2024-11-01T13:54:17.8847714-07:00,2024-11-01T20:54:17.8847714Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,5d1259c3-3d52-478c-b683-3bd6df9496bd,53.9495,-131.29068,14.88212,5.26393,-4.27158,-12.05827,-2.46016,8.03348,-9.1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
288,2024-11-01,13:54:40.51,6,4,"Zamudio, Dante",822316,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,8,Top,1,2,1,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.3956,2.51939,-2.951951,2386.904122,46.017671,7:30,5.35482,2.2927,6.8564,-51.57101,-6.63414,-8.23733,3.35862,-1.08732,71.30652,-7.101652,-4.453461,0.482473,,,,,,,,,,,,3.54303,-3.75177,-2.102,50,5.4982,6.06469,-112.46793,3.56482,4.54303,20.18881,-36.98473,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,83eb5ff0-9893-11ef-8084-13326cb0523e,78.12347,,,6.08908,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:54:40.51,2024-11-01T13:54:40.5118434-07:00,2024-11-01T20:54:40.5118434Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,af2708c3-9c91-4f71-8412-ad648be86162,53.64611,-113.12054,10.09441,5.36364,4.76036,-18.49237,-2.29567,5.91783,2.27152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
289,2024-11-01,13:55:03.61,6,5,"Zamudio, Dante",822316,Right,CAL_MAT,"Calvillo, Cameron",824276,Right,CAL_MAT,Undefined,8,Top,1,2,2,Splitter,Splitter,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,80.11674,0.103398,-4.473603,845.881859,247.947533,2:15,5.52795,2.18924,7.06011,-38.25821,4.17929,6.53949,2.43395,-1.33659,72.42381,-7.144354,-3.278407,0.468863,,,,,,,,,,,,-4.9526,2.68351,-1.92104,50,5.52264,8.86916,-116.12169,-0.75945,-6.64399,25.29644,-28.57409,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,91adddc0-9893-11ef-8084-13326cb0523e,80.39108,,,7.69294,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:55:03.61,2024-11-01T13:55:03.6156386-07:00,2024-11-01T20:55:03.6156386Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,c7916a36-25fb-4c64-bf70-de65e3ff4527,53.43744,-116.86811,12.64822,5.53261,0.08369,-14.28705,-2.18564,9.0652,-3.32199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
290,2024-11-01,13:55:37.38,7,1,"Zamudio, Dante",822316,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,8,Top,2,0,0,TwoSeamFastBall,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.95286,-1.572482,-3.87616,2062.81853,244.340445,2:15,5.24166,2.4825,6.35524,-25.74332,8.09091,14.72457,1.64537,0.13643,82.79791,-6.383558,-1.215726,0.418649,,,,,,,,,,,,-8.85926,4.91162,-2.20844,50,5.11508,8.29869,-130.60082,-4.39614,-15.37198,26.31613,-23.65175,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,a5c106c0-9893-11ef-8084-13326cb0523e,90.03362,,,7.15495,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:55:37.38,2024-11-01T13:55:37.3855714-07:00,2024-11-01T20:55:37.3855714Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,b7d3a1b8-133c-4332-bdcb-5d210d420e9e,54.14831,-131.43405,13.15806,5.24242,-3.64727,-11.82587,-2.4789,8.7854,-7.68599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
291,2024-11-01,13:56:04.60,7,2,"Zamudio, Dante",822316,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,8,Top,2,0,1,Splitter,Splitter,StrikeCalled,Undefined,Undefined,Undefined,0,0,,80.92705,1.682205,-3.12287,1132.079475,306.30255,4:15,5.55572,1.90196,7.12494,-48.59912,-7.12154,11.75072,3.03423,0.046,72.96305,-7.486271,-0.965515,0.46353,,,,,,,,,,,,-7.3776,-3.97902,-1.72028,50,5.64135,6.0304,-117.50472,2.16017,-10.09343,26.7229,-37.61781,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,b601f210-9893-11ef-8084-13326cb0523e,81.31603,,,7.964,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:56:04.60,2024-11-01T13:56:04.6029282-07:00,2024-11-01T20:56:04.6029282Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,05132941-fecb-4689-bd29-fdbfd632a4fd,53.37604,-118.27,13.36145,5.56406,3.23746,-18.8089,-1.89711,6.31945,-5.04672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
292,2024-11-01,13:56:26.26,7,3,"Zamudio, Dante",822316,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,8,Top,2,0,2,Slider,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,77.74618,1.451717,-1.511666,2289.587215,63.246289,8:00,5.22886,2.32278,6.49971,-50.77093,-5.15362,-13.25048,2.33122,-0.16929,70.87361,-7.99296,-3.917774,0.486112,58.77471,50.838406,124.418065,5496.46875,,,,,30.2691,,,6.5437,-2.83473,-2.21126,50,5.3083,3.4175,-112.98254,1.43391,8.34189,23.22959,-35.78773,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,c2e7f290-9893-11ef-8084-13326cb0523e,77.5386,33.12238,,6.87257,,,,1.25569,2.53701,0.32256,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:56:26.26,2024-11-01T13:56:26.2646754-07:00,2024-11-01T20:56:26.2646754Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,5e338bf1-f4c9-4cd0-9708-bb820b1a86f4,54.00282,-113.80256,11.61479,5.23538,2.69723,-17.89387,-2.3267,3.12303,4.17095,328.956507,1.25569,-30.76917,-2.85974,1.57758,-2.94702,9.24849,-16.20049,14.50384,-5.26623,2.53701,66.8391,-26.21461,3.10557,-1.65916,3.6419,-6.11465,5.36561,-1.91563,0.32256,44.90774,-5.65782,0.88909,-0.15493,0.00464,0.1032,-0.15639,0.07689,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
293,2024-11-01,13:56:50.56,7,4,"Zamudio, Dante",822316,Right,CAL_MAT,"Kurata, Matthew",1000365302,Right,CAL_MAT,Undefined,8,Top,2,0,2,Splitter,Changeup,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,81.05023,0.165763,-3.25092,1370.625238,223.593031,1:30,5.68414,1.89086,6.79462,-33.89868,7.75619,5.99099,3.01079,-0.58033,73.38643,-6.255315,-2.159282,0.46452,,,,,,,,,,,,-4.22756,4.4717,-1.68198,50,5.68233,6.4795,-117.63009,-0.54469,-5.83711,25.34458,-25.99989,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,d16709a0-9893-11ef-8084-13326cb0523e,81.14282,,,7.6638,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:56:50.56,2024-11-01T13:56:50.5633250-07:00,2024-11-01T20:56:50.5633250Z,,v3,471256,471256,,"Liera, Erubiel",1000365303,Right,CAL_MAT,d54003f2-c506-4941-a8ae-473165b540a3,53.70428,-118.42553,12.67229,5.68662,0.27131,-12.99994,-1.88821,6.6627,-2.91855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
294,2024-11-01,13:59:23.36,1,1,"Mejia, Tyler",822174,Left,CAL_MAT,"Guana, Andrew",1000342662,Right,CAL_MAT,Undefined,8,Bottom,0,0,0,FourSeamFastBall,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.26623,-1.119899,1.235651,2126.177337,141.170492,10:45,6.14989,-1.24257,5.67964,-21.56702,17.30552,-12.89497,3.30829,-1.16509,77.68439,-5.181201,-1.069804,0.448738,67.76678,27.056452,160.929541,2190.139938,,,,,58.75223,,,6.93599,9.50607,1.14681,50,6.04219,-2.13901,-123.76182,-3.07935,10.71013,25.72094,-17.49539,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,2c798d40-9894-11ef-8084-13326cb0523e,83.99651,23.21786,,7.58184,,,,0.73752,3.3745,1.22545,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:59:23.36,2024-11-01T13:59:23.3668066-07:00,2024-11-01T20:59:23.3668066Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,70852059-2bde-4870-bb21-d91def3b2f4d,54.81976,-124.75948,12.86047,6.14847,-2.40075,-8.74769,1.23783,-2.55443,5.35507,353.8327,0.73752,-83.65577,5.19835,0.06111,-9E-05,-0.12421,0.37781,-0.42953,0.17777,3.3745,45.20982,-25.77798,2.71982,-0.11308,-1.70084,3.77277,-3.75812,1.43352,1.22545,28.92011,-2.54102,-0.27193,-0.01322,0.3343,-0.80262,0.8384,-0.33015,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
295,2024-11-01,13:59:49.59,1,2,"Mejia, Tyler",822174,Left,CAL_MAT,"Guana, Andrew",1000342662,Right,CAL_MAT,Undefined,8,Bottom,0,0,1,FourSeamFastBall,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,86.67879,-3.062561,2.536763,2150.445678,130.335776,10:15,6.28814,-1.17636,5.74536,-23.78442,13.79205,-14.78706,1.44918,-0.04521,79.3378,-7.488511,-0.110093,0.441194,,,,,,,,,,,,8.43434,8.28532,0.97519,50,6.01865,-4.9842,-125.66056,-7.49556,13.44158,26.24938,-18.96995,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,3c1007c0-9894-11ef-8084-13326cb0523e,85.43284,,,7.34099,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,20:59:49.59,2024-11-01T13:59:49.5900130-07:00,2024-11-01T20:59:49.5900130Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,5d163713-2a22-4b8c-95fb-3a517a9dda0d,54.75726,-126.65041,13.12469,6.28782,-6.78022,-9.48498,1.1727,-5.49108,6.72079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
296,2024-11-01,14:00:06.38,1,3,"Mejia, Tyler",822174,Left,CAL_MAT,"Guana, Andrew",1000342662,Right,CAL_MAT,Undefined,8,Bottom,0,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.88858,-2.090244,1.424997,1771.226988,119.394912,10:00,6.07774,-1.35087,5.85874,-33.71797,10.17087,-15.55792,1.32445,-1.32315,73.44251,-8.319523,-1.370022,0.476813,,,,,,,,,,,,8.45867,6.19591,1.24474,50,5.88823,-2.31498,-115.99464,-5.26229,11.50134,22.10159,-23.74938,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,461c8270-9894-11ef-8084-13326cb0523e,79.05072,,,6.44607,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,21:00:06.38,2024-11-01T14:00:06.3882210-07:00,2024-11-01T21:00:06.3882210Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,c6106e19-e100-4e7b-90c4-b53be36dc600,54.64275,-116.87592,11.0508,6.07918,-4.31531,-11.87469,1.34619,-2.77359,5.75067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
297,2024-11-01,14:00:21.73,1,4,"Mejia, Tyler",822174,Left,CAL_MAT,"Guana, Andrew",1000342662,Right,CAL_MAT,Undefined,8,Bottom,0,1,2,FourSeamFastBall,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,87.28293,-2.210245,2.275605,2055.918782,124.260696,10:15,6.2215,-1.31898,5.6648,-25.8482,11.33426,-14.82977,2.00386,-0.43176,79.70794,-7.007175,-0.375545,0.438875,67.58557,27.792649,155.183446,2474.528324,,,,,58.32123,,,8.35768,6.75469,1.13668,50,6.01816,-4.43166,-126.60387,-5.75522,13.49292,27.13016,-21.26909,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,4f3ec430-9894-11ef-8084-13326cb0523e,85.88428,22.63891,,7.57499,,,,1.70862,2.03459,0.39106,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,21:00:21.73,2024-11-01T14:00:21.7361890-07:00,2024-11-01T21:00:21.7361890Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,ebc379ca-bf68-485a-a0ab-c9829fe9ac03,54.83749,-127.63629,13.56508,6.22177,-4.94584,-10.63455,1.31509,-4.94512,6.74646,332.836071,1.70862,-79.59275,4.03058,0.30174,0.11537,-0.57725,1.01242,-0.8427,0.27459,2.03459,46.21918,-26.24647,2.83656,0.08895,-1.92191,3.26275,-2.60577,0.81461,0.39106,36.80487,-5.87898,0.23327,-0.00551,-0.09464,0.11208,-0.06178,0.01065,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
298,2024-11-01,14:00:42.20,1,5,"Mejia, Tyler",822174,Left,CAL_MAT,"Guana, Andrew",1000342662,Right,CAL_MAT,Undefined,8,Bottom,0,1,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.17057,-0.936802,-0.464629,1771.119805,245.417952,2:15,6.04425,-1.41307,5.47373,-41.80971,7.64552,12.92005,1.68335,-0.7712,69.37578,-8.61755,1.840607,0.506148,,,,,,,,,,,,-6.72445,4.61299,1.44457,50,5.93354,0.41419,-110.48012,-3.11645,-8.20264,22.08321,-26.54702,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,5b804750-9894-11ef-8084-13326cb0523e,74.46921,,,6.79479,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,21:00:42.20,2024-11-01T14:00:42.2008802-07:00,2024-11-01T21:00:42.2008802Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,8b9aef9b-c86d-4f8f-8e9c-8722ba28fac6,55.02598,-111.4802,11.0416,6.04745,-1.91421,-13.27351,1.4174,0.78567,-4.10132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
299,2024-11-01,14:00:58.23,1,6,"Mejia, Tyler",822174,Left,CAL_MAT,"Guana, Andrew",1000342662,Right,CAL_MAT,Undefined,8,Bottom,0,2,2,FourSeamFastBall,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,85.74646,-2.211135,1.11925,2107.364474,132.161321,10:30,6.23615,-1.39153,5.52138,-24.62005,14.19477,-14.21658,2.11573,-1.52965,78.09474,-6.791611,-1.416747,0.448405,,,,,,,,,,,,7.53327,8.22122,1.30399,50,6.02741,-1.82725,-124.33124,-5.61181,11.70794,26.58601,-19.39694,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,6506c920-9894-11ef-8084-13326cb0523e,84.05895,,,7.65172,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,21:00:58.23,2024-11-01T14:00:58.2303202-07:00,2024-11-01T21:00:58.2303202Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,7f273bc6-2c70-430d-a3f8-9377db65f0e6,54.97769,-125.39111,13.29301,6.23572,-4.83854,-9.69847,1.38613,-2.294,5.85397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
300,2024-11-01,14:01:36.08,2,1,"Mejia, Tyler",822174,Left,CAL_MAT,"Linberg, Will",1000297053,Left,CAL_MAT,Undefined,8,Bottom,1,0,0,FourSeamFastBall,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.44959,-1.797207,3.108327,2206.142763,128.82069,10:15,6.20934,-1.22807,5.73981,-22.27151,15.92682,-18.05843,2.67689,0.16423,78.00311,-6.002676,-0.119969,0.44483,,,,,,,,,,,,10.25922,9.09304,0.98075,50,6.0462,-6.0518,-125.20204,-4.62123,16.04238,28.78614,-17.95522,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,7b930870-9894-11ef-8084-13326cb0523e,84.73456,,,8.44648,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,21:01:36.08,2024-11-01T14:01:36.0842722-07:00,2024-11-01T21:01:36.0842722Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,f306487d-2823-4808-9a65-d0b2270528ab,54.75973,-126.29164,14.39307,6.20825,-3.94159,-8.97761,1.22132,-6.65903,8.02119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
301,2024-11-01,14:01:47.02,2,2,"Mejia, Tyler",822174,Left,CAL_MAT,"Linberg, Will",1000297053,Left,CAL_MAT,Undefined,8,Bottom,1,0,1,FourSeamFastBall,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.2449,-3.353568,2.968829,2239.671512,126.090806,10:15,6.11746,-1.31988,5.74544,-22.92812,15.69048,-19.49903,1.07666,-0.17818,77.67455,-7.667847,-0.520056,0.44727,,,,,,,,,,,,11.16863,9.56918,1.08586,50,5.82442,-5.69407,-124.75614,-8.02996,17.2396,29.91726,-17.4033,CAL_MAT,CAL_MAT,Matador Field,TeamExclusive,Team,20241101-Matador Field-Private-1,821487a0-9894-11ef-8084-13326cb0523e,84.27222,,,8.57035,,,,,,,8939bfc7-06e8-4082-9f9d-5b556ec8b8fe,2024-11-01,21:01:47.02,2024-11-01T14:01:47.0213602-07:00,2024-11-01T21:01:47.0213602Z,,v3,471256,471256,,"Rios, Xavier",822555,Right,CAL_MAT,8e058d3c-48e2-4b2a-bcae-d3e819e09434,54.75594,-125.89148,14.95863,6.11661,-7.36952,-8.70165,1.31436,-6.3483,8.6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
